gloss,path
BRINGHERE2024728,media/SG ASL Dictionary/ASL B/SG ASL Bring Here 2024-7-28 Upload/Documentation/SG ASL Bring Here 2024-7-28 CC.mp4
BADMOUTHING,media/SG ASL Dictionary/ASL B/SG ASL Badmouthing 1 2023-12-14 Upload/Documentation/SG ASL Badmouthing 1 2023-12-14 CC.mp4
BARRAGE(GUN),media/SG ASL Dictionary/ASL B/SG ASL Barrage (Gun) 3 2024-1-16 Upload/Documentation/SG ASL Barrage (Gun) 3 2024-1-16 CC.mp4
BODY202462,media/SG ASL Dictionary/ASL B/SG ASL Body 2024-6-2 Upload/Documentation/SG ASL Body 2024-6-2 CC.mp4
BASEMENT(ALT),media/SG ASL Dictionary/ASL B/SG ASL Basement (Alt) 2 2024-1-22 Upload/Documentation/SG ASL Basement (Alt) 2 2024-1-22 CC.mp4
BACKYARD(ALT)20231210,media/SG ASL Dictionary/ASL B/SG ASL Backyard (Alt) 2023-12-10 Upload/Documentation/SG ASL Backyard (Alt) 2023-12-10 CC.mp4
BANGUP,media/SG ASL Dictionary/ASL B/SG ASL Bang Up 2 2024-1-4 Upload/Documentation/SG ASL Bang Up 2 2024-1-4 CC.mp4
BRAWL,media/SG ASL Dictionary/ASL B/SG ASL Brawl 2 2024-7-11 Upload/Documentation/SG ASL Brawl 2 2024-7-11 CC.mp4
BANQUET,media/SG ASL Dictionary/ASL B/SG ASL Banquet 3 2024-1-7 Upload/Documentation/SG ASL Banquet 3 2024-1-7 CC.mp4
BLESSEXTENDED202459,media/SG ASL Dictionary/ASL B/SG ASL Bless Extended 2024-5-9 Upload/Documentation/SG ASL Bless Extended 2024-5-9 CC.mp4
BEAK,media/SG ASL Dictionary/ASL B/SG ASL Beak 2 2024-2-14 Upload/Documentation/SG ASL Beak 2 2024-2-14 CC.mp4
BELT(ALT)2024321,media/SG ASL Dictionary/ASL B/SG ASL Belt (Alt) 2024-3-21 Upload/Documentation/SG ASL Belt (Alt) 2024-3-21 CC.mp4
BEEP(ALT)202433,media/SG ASL Dictionary/ASL B/SG ASL Beep (Alt) 2024-3-3 Upload/Documentation/SG ASL Beep (Alt) 2024-3-3 CC.mp4
BEDTIME,media/SG ASL Dictionary/ASL B/SG ASL Bedtime 2 handed 2 2024-3-1 Upload/Documentation/SG ASL Bedtime 2 handed 2 2024-3-1 CC.mp4
BAMBOOZLE20231222,media/SG ASL Dictionary/ASL B/SG ASL Bamboozle 2023-12-22 Upload/Documentation/SG ASL Bamboozle 2023-12-22 CC.mp4
BROWSER202487,media/SG ASL Dictionary/ASL B/SG ASL Browser 2024-8-7 Upload/Documentation/SG ASL Browser 2024-8-7 CC.mp4
BELIEF,media/SG ASL Dictionary/ASL B/SG ASL Belief 2 2024-3-16 Upload/Documentation/SG ASL Belief 2 2024-3-16 CC.mp4
BLINDSVERTICAL2024510,media/SG ASL Dictionary/ASL B/SG ASL Blinds Vertical 2024-5-10 Upload/Documentation/SG ASL Blinds Vertical 2024-5-10 CC.mp4
BRITISHVIRGINISLANDSALT,media/SG ASL Dictionary/ASL B/SG ASL British Virgin Islands Alt 2 2024-8-1 Upload/Documentation/SG ASL British Virgin Islands Alt 2 2024-8-1 CC.mp4
BLEEDEXTENDED,media/SG ASL Dictionary/ASL B/SG ASL Bleed Extended 2 2024-5-6 Upload/Documentation/SG ASL Bleed Extended 2 2024-5-6 CC.mp4
BASH(CRITICIZE),media/SG ASL Dictionary/ASL B/SG ASL Bash (Criticize) 4 2024-1-24 Upload/Documentation/SG ASL Bash (Criticize) 4 2024-1-24 CC.mp4
BIGTALL2024413,media/SG ASL Dictionary/ASL B/SG ASL Big Tall 2024-4-13 Upload/Documentation/SG ASL Big Tall 2024-4-13 CC.mp4
BEAM(SMILE),media/SG ASL Dictionary/ASL B/SG ASL Beam (Smile) 3 2024-2-14 Upload/Documentation/SG ASL Beam (Smile) 3 2024-2-14 CC.mp4
BUMCLOTHES2024815,media/SG ASL Dictionary/ASL B/SG ASL Bum Clothes 2024-8-15 Upload/Documentation/SG ASL Bum Clothes 2024-8-15 CC.mp4
BACKUPOTHER20231210,media/SG ASL Dictionary/ASL B/SG ASL Backup Other 2023-12-10 Upload/Documentation/SG ASL Backup Other 2023-12-10 CC.mp4
BLOCKADE,media/SG ASL Dictionary/ASL B/SG ASL Blockade 2 2024-5-14 Upload/Documentation/SG ASL Blockade 2 2024-5-14 CC.mp4
BALTIMORE(ALT)20231221,media/SG ASL Dictionary/ASL B/SG ASL Baltimore (Alt) 2023-12-21 Upload/Documentation/SG ASL Baltimore (Alt) 2023-12-21 CC.mp4
BEVERAGE,media/SG ASL Dictionary/ASL B/SG ASL Beverage 1 2024-4-7 Upload/Documentation/SG ASL Beverage 1 2024-4-7 CC.mp4
BELITTLE(ALT),media/SG ASL Dictionary/ASL B/SG ASL Belittle (Alt) 2 2024-3-16 Upload/Documentation/SG ASL Belittle (Alt) 2 2024-3-16 CC.mp4
BLONDE,media/SG ASL Dictionary/ASL B/SG ASL Blonde 2 2024-5-14 Upload/Documentation/SG ASL Blonde 2 2024-5-14 CC.mp4
BIGWIDE(VARIANT)2024414,media/SG ASL Dictionary/ASL B/SG ASL Big Wide (Variant) 2024-4-14 Upload/Documentation/SG ASL Big Wide (Variant) 2024-4-14 CC.mp4
BRAGGART202477,media/SG ASL Dictionary/ASL B/SG ASL Braggart 2024-7-7 Upload/Documentation/SG ASL Braggart 2024-7-7 CC.mp4
BROOMALT202483,media/SG ASL Dictionary/ASL B/SG ASL Broom Alt 2024-8-3 Upload/Documentation/SG ASL Broom Alt 2024-8-3 CC.mp4
BISON2024425,media/SG ASL Dictionary/ASL B/SG ASL Bison 2024-4-25 Upload/Documentation/SG ASL Bison 2024-4-25 CC.mp4
BOTHOFUS2024624,media/SG ASL Dictionary/ASL B/SG ASL Both of Us 2024-6-24 Upload/Documentation/SG ASL Both of Us 2024-6-24 CC.mp4
BOTTOMBELOW2024626,media/SG ASL Dictionary/ASL B/SG ASL Bottom Below 2024-6-26 Upload/Documentation/SG ASL Bottom Below 2024-6-26 CC.mp4
BURUNDI202491,media/SG ASL Dictionary/ASL B/SG ASL Burundi 2024-9-1 Upload/Documentation/SG ASL Burundi 2024-9-1 CC.mp4
BAFFLE20231215,media/SG ASL Dictionary/ASL B/SG ASL Baffle 2023-12-15 Upload/Documentation/SG ASL Baffle 2023-12-15 CC.mp4
BENDDOWN(ALT),media/SG ASL Dictionary/ASL B/SG ASL Bend Down (Alt) 3 2024-3-23 Upload/Documentation/SG ASL Bend Down (Alt) 3 2024-3-23 CC.mp4
BEEN,media/SG ASL Dictionary/ASL B/SG ASL Been 1 2024-3-3 Upload/Documentation/SG ASL Been 1 2024-3-3 CC.mp4
BRATISLAVA2024711,media/SG ASL Dictionary/ASL B/SG ASL Bratislava 2024-7-11 Upload/Documentation/SG ASL Bratislava 2024-7-11 CC.mp4
BLUSH,media/SG ASL Dictionary/ASL B/SG ASL Blush 2 2024-5-28 Upload/Documentation/SG ASL Blush 2 2024-5-28 CC.mp4
BOOMING2024613,media/SG ASL Dictionary/ASL B/SG ASL Booming 2024-6-13 Upload/Documentation/SG ASL Booming 2024-6-13 CC.mp4
BOLD202463,media/SG ASL Dictionary/ASL B/SG ASL Bold 2024-6-3 Upload/Documentation/SG ASL Bold 2024-6-3 CC.mp4
BEATUP(ALT),media/SG ASL Dictionary/ASL B/SG ASL Beat Up (Alt) 2 2024-2-23 Upload/Documentation/SG ASL Beat Up (Alt) 2 2024-2-23 CC.mp4
BASEMENT,media/SG ASL Dictionary/ASL B/SG ASL Basement 2 2024-1-22 Upload/Documentation/SG ASL Basement 2 2024-1-22 CC.mp4
BOWGIFTALT2024630,media/SG ASL Dictionary/ASL B/SG ASL Bow Gift Alt 2024-6-30 Upload/Documentation/SG ASL Bow Gift Alt 2024-6-30 CC.mp4
BOOSTUP2024613,media/SG ASL Dictionary/ASL B/SG ASL Boost Up 2024-6-13 Upload/Documentation/SG ASL Boost Up 2024-6-13 CC.mp4
BRAINLESS202478,media/SG ASL Dictionary/ASL B/SG ASL Brainless 2024-7-8 Upload/Documentation/SG ASL Brainless 2024-7-8 CC.mp4
BEAD(ALT)2024213,media/SG ASL Dictionary/ASL B/SG ASL Bead (Alt) 2024-2-13 Upload/Documentation/SG ASL Bead (Alt) 2024-2-13 CC.mp4
BEFORE(PASTALT)202439,"media/SG ASL Dictionary/ASL B/SG ASL Before (Past, Alt) 2024-3-9 Upload/Documentation/SG ASL Before (Past, Alt) 2024-3-9 CC.mp4"
BLADE,media/SG ASL Dictionary/ASL B/SG ASL Blade 2 2024-5-2 Upload/Documentation/SG ASL Blade 2 2024-5-2 CC.mp4
BEAT(OVERCOMEALT),"media/SG ASL Dictionary/ASL B/SG ASL Beat (Overcome, Alt) 1 2024-2-21 Upload/Documentation/SG ASL Beat (Overcome, Alt) 1 2024-2-21 CC.mp4"
BROWSE,media/SG ASL Dictionary/ASL B/SG ASL Browse 1 2024-8-7 Upload/Documentation/SG ASL Browse 1 2024-8-7 CC.mp4
BULLYVARIANT2024814,media/SG ASL Dictionary/ASL B/SG ASL Bully Variant 2024-8-14 Upload/Documentation/SG ASL Bully Variant 2024-8-14 CC.mp4
BEG2024311,media/SG ASL Dictionary/ASL B/SG ASL Beg 2024-3-11 Upload/Documentation/SG ASL Beg 2024-3-11 CC.mp4
BANANA,media/SG ASL Dictionary/ASL B/SG ASL Banana 1 2023-12-24 Upload/Documentation/SG ASL Banana 1 2023-12-24 CC.mp4
BAR2024118,media/SG ASL Dictionary/ASL B/SG ASL Bar 2024-1-18 Upload/Documentation/SG ASL Bar 2024-1-18 CC.mp4
BENDOBJECT(ALT)2024324,media/SG ASL Dictionary/ASL B/SG ASL Bend Object (Alt) 2024-3-24 Upload/Documentation/SG ASL Bend Object (Alt) 2024-3-24 CC.mp4
BATMAN(OTHER)202425,media/SG ASL Dictionary/ASL B/SG ASL Batman (Other) 2024-2-5 Upload/Documentation/SG ASL Batman (Other) 2024-2-5 CC.mp4
BINDER,media/SG ASL Dictionary/ASL B/SG ASL Binder 1 2024-4-20 Upload/Documentation/SG ASL Binder 1 2024-4-20 CC.mp4
BASKET(ALT),media/SG ASL Dictionary/ASL B/SG ASL Basket (Alt) 2 2024-1-25 Upload/Documentation/SG ASL Basket (Alt) 2 2024-1-25 CC.mp4
BAY,media/SG ASL Dictionary/ASL B/SG ASL Bay 2 2024-2-11 Upload/Documentation/SG ASL Bay 2 2024-2-11 CC.mp4
BRAIDHAIRSTYLE,media/SG ASL Dictionary/ASL B/SG ASL Braid Hairstyle 1 2024-7-7 Upload/Documentation/SG ASL Braid Hairstyle 1 2024-7-7 CC.mp4
BET202447,media/SG ASL Dictionary/ASL B/SG ASL Bet 2024-4-7 Upload/Documentation/SG ASL Bet 2024-4-7 CC.mp4
BOLTRUN202465,media/SG ASL Dictionary/ASL B/SG ASL Bolt Run 2024-6-5 Upload/Documentation/SG ASL Bolt Run 2024-6-5 CC.mp4
BLENDER,media/SG ASL Dictionary/ASL B/SG ASL Blender 2 Handed 2 2024-5-7 Upload/Documentation/SG ASL Blender 2 Handed 2 2024-5-7 CC.mp4
BRACELET202476,media/SG ASL Dictionary/ASL B/SG ASL Bracelet 2024-7-6 Upload/Documentation/SG ASL Bracelet 2024-7-6 CC.mp4
BARK(WOOD)2024114,media/SG ASL Dictionary/ASL B/SG ASL Bark (Wood) 2024-1-14 Upload/Documentation/SG ASL Bark (Wood) 2024-1-14 CC.mp4
BEAST,media/SG ASL Dictionary/ASL B/SG ASL Beast 1 2024-2-20 Upload/Documentation/SG ASL Beast 1 2024-2-20 CC.mp4
BESTFRIEND(ALT)202444,media/SG ASL Dictionary/ASL B/SG ASL Best Friend (Alt) 2024-4-4 Upload/Documentation/SG ASL Best Friend (Alt) 2024-4-4 CC.mp4
BEAT(SOUND),media/SG ASL Dictionary/ASL B/SG ASL Beat (Sound) 1 2024-2-22 Upload/Documentation/SG ASL Beat (Sound) 1 2024-2-22 CC.mp4
BAND(ALT)20231230,media/SG ASL Dictionary/ASL B/SG ASL Band (Alt) 2023-12-30 Upload/Documentation/SG ASL Band (Alt) 2023-12-30 CC.mp4
BACKANDFORTH,media/SG ASL Dictionary/ASL B/SG ASL Back and Forth 1 2023-11-30 Upload/Documentation/SG ASL Back and Forth 1 2023-11-30 CC.mp4
BELL(VARIANT)2024316,media/SG ASL Dictionary/ASL B/SG ASL Bell (Variant) 2024-3-16 Upload/Documentation/SG ASL Bell (Variant) 2024-3-16 CC.mp4
BROWSELOOKAROUND202487,media/SG ASL Dictionary/ASL B/SG ASL Browse Look Around 2024-8-7 Upload/Documentation/SG ASL Browse Look Around 2024-8-7 CC.mp4
BEAT(SOUNDALT)2024222,"media/SG ASL Dictionary/ASL B/SG ASL Beat (Sound, Alt) 2024-2-22 Upload/Documentation/SG ASL Beat (Sound, Alt) 2024-2-22 CC.mp4"
BEHIND(LATEALT)2024313,"media/SG ASL Dictionary/ASL B/SG ASL Behind (Late, Alt) 2024-3-13 Upload/Documentation/SG ASL Behind (Late, Alt) 2024-3-13 CC.mp4"
BETRAY(VARIANT)202445,media/SG ASL Dictionary/ASL B/SG ASL Betray (Variant) 2024-4-5 Upload/Documentation/SG ASL Betray (Variant) 2024-4-5 CC.mp4
BIRD2024423,media/SG ASL Dictionary/ASL B/SG ASL Bird 2024-4-23 Upload/Documentation/SG ASL Bird 2024-4-23 CC.mp4
BATMAN(VARIANT)202426,media/SG ASL Dictionary/ASL B/SG ASL Batman (Variant) 2024-2-6 Upload/Documentation/SG ASL Batman (Variant) 2024-2-6 CC.mp4
BEWILDER(ALT),media/SG ASL Dictionary/ASL B/SG ASL Bewilder (Alt) 1 2024-4-7 Upload/Documentation/SG ASL Bewilder (Alt) 1 2024-4-7 CC.mp4
BONGOS202469,media/SG ASL Dictionary/ASL B/SG ASL Bongos 2024-6-9 Upload/Documentation/SG ASL Bongos 2024-6-9 CC.mp4
BEAT(OVERCOMEVARIANT),"media/SG ASL Dictionary/ASL B/SG ASL Beat (Overcome, Variant) 1 2024-2-21 Upload/Documentation/SG ASL Beat (Overcome, Variant) 1 2024-2-21 CC.mp4"
BOYSCOUT202475,media/SG ASL Dictionary/ASL B/SG ASL Boyscout 2024-7-5 Upload/Documentation/SG ASL Boyscout 2024-7-5 CC.mp4
BEAR(VARIANT)2024218,media/SG ASL Dictionary/ASL B/SG ASL Bear (Variant) 2024-2-18 Upload/Documentation/SG ASL Bear (Variant) 2024-2-18 CC.mp4
BOOKCOVER,media/SG ASL Dictionary/ASL B/SG ASL Bookcover 2 2024-6-10 Upload/Documentation/SG ASL Bookcover 2 2024-6-10 CC.mp4
BOWL202473,media/SG ASL Dictionary/ASL B/SG ASL Bowl 2024-7-3 Upload/Documentation/SG ASL Bowl 2024-7-3 CC.mp4
BLM,media/SG ASL Dictionary/ASL B/SG ASL BLM 2 2024-5-13 Upload/Documentation/SG ASL BLM 2 2024-5-13 CC.mp4
BESIDE(ALT),media/SG ASL Dictionary/ASL B/SG ASL Beside (Alt) 2 2024-3-31 Upload/Documentation/SG ASL Beside (Alt) 2 2024-3-31 CC.mp4
BOYCOTTALT202474,media/SG ASL Dictionary/ASL B/SG ASL Boycott Alt 2024-7-4 Upload/Documentation/SG ASL Boycott Alt 2024-7-4 CC.mp4
BREATHE2024725,media/SG ASL Dictionary/ASL B/SG ASL Breathe 2024-7-25 Upload/Documentation/SG ASL Breathe 2024-7-25 CC.mp4
BEAK(VARIANT),media/SG ASL Dictionary/ASL B/SG ASL Beak (Variant) 2 2024-2-14 Upload/Documentation/SG ASL Beak (Variant) 2 2024-2-14 CC.mp4
BESIDE202441,media/SG ASL Dictionary/ASL B/SG ASL Beside 2024-4-1 Upload/Documentation/SG ASL Beside 2024-4-1 CC.mp4
BASEBALLGLOVE(ALTEXTENDED),media/SG ASL Dictionary/ASL B/SG ASL Baseball Glove (Alt Extended) 2 2024-1-20 Upload/Documentation/SG ASL Baseball Glove (Alt Extended) 2 2024-1-20 CC.mp4
BALLOON(ALT)20231220,media/SG ASL Dictionary/ASL B/SG ASL Balloon (Alt) 2023-12-20 Upload/Documentation/SG ASL Balloon (Alt) 2023-12-20 CC.mp4
BORE2024620,media/SG ASL Dictionary/ASL B/SG ASL Bore 2024-6-20 Upload/Documentation/SG ASL Bore 2024-6-20 CC.mp4
BREASTFEED2024723,media/SG ASL Dictionary/ASL B/SG ASL Breast Feed 2024-7-23 Upload/Documentation/SG ASL Breast Feed 2024-7-23 CC.mp4
BLURTALT2024528,media/SG ASL Dictionary/ASL B/SG ASL Blurt Alt 2024-5-28 Upload/Documentation/SG ASL Blurt Alt 2024-5-28 CC.mp4
BUSINESS,media/SG ASL Dictionary/ASL B/SG ASL Business 1 2024-9-2 Upload/Documentation/SG ASL Business 1 2024-9-2 CC.mp4
BETTERHALF(PARTNER)202445,media/SG ASL Dictionary/ASL B/SG ASL Better Half (Partner) 2024-4-5 Upload/Documentation/SG ASL Better Half (Partner) 2024-4-5 CC.mp4
BRINGTOME2024728,media/SG ASL Dictionary/ASL B/SG ASL Bring to Me 2024-7-28 Upload/Documentation/SG ASL Bring to Me 2024-7-28 CC.mp4
BARBER(ALT)2024112,media/SG ASL Dictionary/ASL B/SG ASL Barber (Alt) 2024-1-12 Upload/Documentation/SG ASL Barber (Alt) 2024-1-12 CC.mp4
BANANAALT,media/SG ASL Dictionary/ASL B/SG ASL Banana Alt 2 2023-12-24 Upload/Documentation/SG ASL Banana Alt 2 2023-12-24 CC.mp4
BOMBARD202465,media/SG ASL Dictionary/ASL B/SG ASL Bombard 2024-6-5 Upload/Documentation/SG ASL Bombard 2024-6-5 CC.mp4
BRAKEALT202478,media/SG ASL Dictionary/ASL B/SG ASL Brake Alt 2024-7-8 Upload/Documentation/SG ASL Brake Alt 2024-7-8 CC.mp4
BILLIONAIRE2024418,media/SG ASL Dictionary/ASL B/SG ASL Billionaire 2024-4-18 Upload/Documentation/SG ASL Billionaire 2024-4-18 CC.mp4
BITTERCOLD2024427,media/SG ASL Dictionary/ASL B/SG ASL Bitter Cold 2024-4-27 Upload/Documentation/SG ASL Bitter Cold 2024-4-27 CC.mp4
BROOKALT,media/SG ASL Dictionary/ASL B/SG ASL Brook Alt 2 2024-8-3 Upload/Documentation/SG ASL Brook Alt 2 2024-8-3 CC.mp4
BISHOP,media/SG ASL Dictionary/ASL B/SG ASL Bishop 2 2024-4-25 Upload/Documentation/SG ASL Bishop 2 2024-4-25 CC.mp4
BOLIVIA202463,media/SG ASL Dictionary/ASL B/SG ASL Bolivia 2024-6-3 Upload/Documentation/SG ASL Bolivia 2024-6-3 CC.mp4
BURNABY,media/SG ASL Dictionary/ASL B/SG ASL Burnaby 1 2024-8-29 Upload/Documentation/SG ASL Burnaby 1 2024-8-29 CC.mp4
BLOODDRAW,media/SG ASL Dictionary/ASL B/SG ASL Blood Draw 2 2024-5-15 Upload/Documentation/SG ASL Blood Draw 2 2024-5-15 CC.mp4
BLENDER202458,media/SG ASL Dictionary/ASL B/SG ASL Blender 2024-5-8 Upload/Documentation/SG ASL Blender 2024-5-8 CC.mp4
BUMPFIST2024816,media/SG ASL Dictionary/ASL B/SG ASL Bump Fist 2024-8-16 Upload/Documentation/SG ASL Bump Fist 2024-8-16 CC.mp4
BABBLEMOTIONSPIN20231122,media/SG ASL Dictionary/ASL B/SG ASL Babble Motion Spin 2023-11-22 Upload/Documentation/SG ASL Babble Motion Spin 2023-11-22 CC.mp4
BEFORE(PAST)202437,media/SG ASL Dictionary/ASL B/SG ASL Before (Past) 2024-3-7 Upload/Documentation/SG ASL Before (Past) 2024-3-7 CC.mp4
BERATE2024330,media/SG ASL Dictionary/ASL B/SG ASL Berate 2024-3-30 Upload/Documentation/SG ASL Berate 2024-3-30 CC.mp4
BONFIRE202469,media/SG ASL Dictionary/ASL B/SG ASL Bonfire 2024-6-9 Upload/Documentation/SG ASL Bonfire 2024-6-9 CC.mp4
BACKPACKING,media/SG ASL Dictionary/ASL B/SG ASL Backpacking 1 2023-12-7 Upload/Documentation/SG ASL Backpacking 1 2023-12-7 CC.mp4
BOTHERSOMEONEEXTENDED2024624,media/SG ASL Dictionary/ASL B/SG ASL Bother Someone Extended 2024-6-24 Upload/Documentation/SG ASL Bother Someone Extended 2024-6-24 CC.mp4
BREAKDOWNMENTAL2024715,media/SG ASL Dictionary/ASL B/SG ASL Breakdown Mental 2024-7-15 Upload/Documentation/SG ASL Breakdown Mental 2024-7-15 CC.mp4
BATTINGPRACTICE,media/SG ASL Dictionary/ASL B/SG ASL Batting Practice 3 2024-2-10 Upload/Documentation/SG ASL Batting Practice 3 2024-2-10 CC.mp4
BOOKLET2024611,media/SG ASL Dictionary/ASL B/SG ASL Booklet 2024-6-11 Upload/Documentation/SG ASL Booklet 2024-6-11 CC.mp4
BYONESELF,media/SG ASL Dictionary/ASL B/SG ASL By Oneself 1 2024-9-6 Upload/Documentation/SG ASL By Oneself 1 2024-9-6 CC.mp4
BALONEY,media/SG ASL Dictionary/ASL B/SG ASL Baloney 2 2023-12-20 Upload/Documentation/SG ASL Baloney 2 2023-12-20 CC.mp4
BABBLEMOTIONSPIN,media/SG ASL Dictionary/ASL B/SG ASL Babble Motion Spin 2 Handed 2 2023-11-21 Upload/Documentation/SG ASL Babble Motion Spin 2 Handed 2 2023-11-21 CC.mp4
BAR(RODALT)2024110,media/SG ASL Dictionary/ASL B/SG ASL Bar (Rod Alt) 2024-1-10 Upload/Documentation/SG ASL Bar (Rod Alt) 2024-1-10 CC.mp4
BRANCH,media/SG ASL Dictionary/ASL B/SG ASL Branch 2 2024-7-9 Upload/Documentation/SG ASL Branch 2 2024-7-9 CC.mp4
BEACH,media/SG ASL Dictionary/ASL B/SG ASL Beach 1 2024-2-12 Upload/Documentation/SG ASL Beach 1 2024-2-12 CC.mp4
BLACKPERSON2024430,media/SG ASL Dictionary/ASL B/SG ASL Black Person 2024-4-30 Upload/Documentation/SG ASL Black Person 2024-4-30 CC.mp4
BLACKBOARDALT2024430,media/SG ASL Dictionary/ASL B/SG ASL Blackboard Alt 2024-4-30 Upload/Documentation/SG ASL Blackboard Alt 2024-4-30 CC.mp4
BLUSTER2024529,media/SG ASL Dictionary/ASL B/SG ASL Bluster 2024-5-29 Upload/Documentation/SG ASL Bluster 2024-5-29 CC.mp4
BEST,media/SG ASL Dictionary/ASL B/SG ASL Best 2 2024-4-3 Upload/Documentation/SG ASL Best 2 2024-4-3 CC.mp4
BREADALT2024714,media/SG ASL Dictionary/ASL B/SG ASL Bread Alt 2024-7-14 Upload/Documentation/SG ASL Bread Alt 2024-7-14 CC.mp4
BEEF(ALT),media/SG ASL Dictionary/ASL B/SG ASL Beef (Alt) 1 2024-3-2 Upload/Documentation/SG ASL Beef (Alt) 1 2024-3-2 CC.mp4
BUTTOCKS202494,media/SG ASL Dictionary/ASL B/SG ASL Buttocks 2024-9-4 Upload/Documentation/SG ASL Buttocks 2024-9-4 CC.mp4
BRAG202477,media/SG ASL Dictionary/ASL B/SG ASL Brag 2024-7-7 Upload/Documentation/SG ASL Brag 2024-7-7 CC.mp4
BLEND202458,media/SG ASL Dictionary/ASL B/SG ASL Blend 2024-5-8 Upload/Documentation/SG ASL Blend 2024-5-8 CC.mp4
BACKBITING,media/SG ASL Dictionary/ASL B/SG ASL Backbiting 2 2023-12-2 Upload/Documentation/SG ASL Backbiting 2 2023-12-2 CC.mp4
BLAND,media/SG ASL Dictionary/ASL B/SG ASL Bland 2 2024-5-3 Upload/Documentation/SG ASL Bland 2 2024-5-3 CC.mp4
BRACEYOURSELF,media/SG ASL Dictionary/ASL B/SG ASL Brace Yourself 1 2024-7-6 Upload/Documentation/SG ASL Brace Yourself 1 2024-7-6 CC.mp4
BEAT(MIX)2024221,media/SG ASL Dictionary/ASL B/SG ASL Beat (Mix) 2024-2-21 Upload/Documentation/SG ASL Beat (Mix) 2024-2-21 CC.mp4
BENDDOWN2024324,media/SG ASL Dictionary/ASL B/SG ASL Bend Down 2024-3-24 Upload/Documentation/SG ASL Bend Down 2024-3-24 CC.mp4
BYE202497,media/SG ASL Dictionary/ASL B/SG ASL Bye 2024-9-7 Upload/Documentation/SG ASL Bye 2024-9-7 CC.mp4
BOAST202461,media/SG ASL Dictionary/ASL B/SG ASL Boast 2024-6-1 Upload/Documentation/SG ASL Boast 2024-6-1 CC.mp4
BILLOWING(ALT),media/SG ASL Dictionary/ASL B/SG ASL Bill Owing (Alt) 1 2024-4-15 Upload/Documentation/SG ASL Bill Owing (Alt) 1 2024-4-15 CC.mp4
BLANKALT,media/SG ASL Dictionary/ASL B/SG ASL Blank Alt 1 2024-5-4 Upload/Documentation/SG ASL Blank Alt 1 2024-5-4 CC.mp4
BITEALT,media/SG ASL Dictionary/ASL B/SG ASL Bite Alt 2 2024-4-26 Upload/Documentation/SG ASL Bite Alt 2 2024-4-26 CC.mp4
BLUECOLORDEEP2024523,media/SG ASL Dictionary/ASL B/SG ASL Blue Color Deep 2024-5-23 Upload/Documentation/SG ASL Blue Color Deep 2024-5-23 CC.mp4
BRAMPTON202479,media/SG ASL Dictionary/ASL B/SG ASL Brampton 2024-7-9 Upload/Documentation/SG ASL Brampton 2024-7-9 CC.mp4
BLOWBREATH2024520,media/SG ASL Dictionary/ASL B/SG ASL Blow Breath 2024-5-20 Upload/Documentation/SG ASL Blow Breath 2024-5-20 CC.mp4
BAND(ALT),media/SG ASL Dictionary/ASL B/SG ASL Band (Alt) 90 Degree 2023-12-24 Upload/Documentation/SG ASL Band (Alt) 90 Degree 2023-12-24 CC.mp4
BALANCE(ALT)20231217,media/SG ASL Dictionary/ASL B/SG ASL Balance (Alt) 2023-12-17 Upload/Documentation/SG ASL Balance (Alt) 2023-12-17 CC.mp4
BETRAYEDME202445,media/SG ASL Dictionary/ASL B/SG ASL Betrayed Me 2024-4-5 Upload/Documentation/SG ASL Betrayed Me 2024-4-5 CC.mp4
BACKDROP(ALT)2023124,media/SG ASL Dictionary/ASL B/SG ASL Backdrop (Alt) 2023-12-4 Upload/Documentation/SG ASL Backdrop (Alt) 2023-12-4 CC.mp4
BEIRUT,media/SG ASL Dictionary/ASL B/SG ASL Beirut 1 2024-3-14 Upload/Documentation/SG ASL Beirut 1 2024-3-14 CC.mp4
BOND,media/SG ASL Dictionary/ASL B/SG ASL Bond 2 2024-6-6 Upload/Documentation/SG ASL Bond 2 2024-6-6 CC.mp4
BADREPUATION(ALT),media/SG ASL Dictionary/ASL B/SG ASL Bad Repuation (Alt) 1 2023-12-12 Upload/Documentation/SG ASL Bad Repuation (Alt) 1 2023-12-12 CC.mp4
BAFFLE(ALT)20231214,media/SG ASL Dictionary/ASL B/SG ASL Baffle (Alt) 2023-12-14 Upload/Documentation/SG ASL Baffle (Alt) 2023-12-14 CC.mp4
BALLROOM,media/SG ASL Dictionary/ASL B/SG ASL Ballroom 1 2023-12-20 Upload/Documentation/SG ASL Ballroom 1 2023-12-20 CC.mp4
BARN,media/SG ASL Dictionary/ASL B/SG ASL Barn 2 2024-1-15 Upload/Documentation/SG ASL Barn 2 2024-1-15 CC.mp4
BREAST2024724,media/SG ASL Dictionary/ASL B/SG ASL Breast 2024-7-24 Upload/Documentation/SG ASL Breast 2024-7-24 CC.mp4
BEFORE202439,media/SG ASL Dictionary/ASL B/SG ASL Before 2024-3-9 Upload/Documentation/SG ASL Before 2024-3-9 CC.mp4
BIGSHOULDERS,media/SG ASL Dictionary/ASL B/SG ASL Big Shoulders 2 2024-4-13 Upload/Documentation/SG ASL Big Shoulders 2 2024-4-13 CC.mp4
BLINK,media/SG ASL Dictionary/ASL B/SG ASL Blink 2 Handed 2024-5-11 Upload/Documentation/SG ASL Blink 2 Handed 2024-5-11 CC.mp4
